CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,-1
721,France,Male,54,5,0.0,2,1,1,4493.12,-1
614,Spain,Male,36,5,0.0,2,1,0,130610.78,-1
634,France,Female,24,2,87413.19,1,1,0,63340.65,-1
742,France,Female,29,4,0.0,2,1,1,180066.59,-1
516,France,Female,45,4,0.0,1,1,0,95273.73,1
718,France,Male,35,3,97560.16,1,1,1,53511.74,-1
636,Germany,Male,30,8,141787.31,2,1,1,109685.61,-1
691,Spain,Male,36,7,129934.64,1,0,0,75664.56,1
698,France,Female,37,2,166178.02,2,1,1,71972.95,-1
712,Spain,Female,39,5,163097.55,2,1,1,23702.42,-1
659,France,Male,20,8,0.0,2,0,0,112572.02,-1
573,Spain,Male,44,8,0.0,2,0,0,62424.46,-1
778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
732,France,Male,46,0,0.0,2,1,1,184350.78,-1
550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
790,Spain,Male,20,8,0.0,2,1,0,168152.76,-1
665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1
728,Spain,Female,43,5,0.0,1,1,1,120088.17,-1
645,Spain,Female,29,4,0.0,2,1,1,74346.11,-1
647,Germany,Male,30,6,143138.91,2,1,0,2955.46,-1
596,Spain,Male,32,4,0.0,2,0,1,146504.35,-1
610,France,Male,40,9,0.0,1,1,1,149602.54,-1
512,France,Male,36,0,129804.17,1,1,0,53020.9,-1
768,Germany,Male,37,9,108308.11,1,1,0,41788.25,1
666,Germany,Male,30,3,110153.27,1,0,1,74849.46,-1
700,Germany,Female,30,4,116377.48,1,1,1,134417.31,-1
651,Germany,Female,37,10,117791.06,2,1,1,75837.58,-1
542,Spain,Female,26,2,0.0,2,1,1,54869.54,-1
686,France,Female,35,8,105419.73,1,1,0,35356.46,-1
850,Germany,Female,47,4,99219.47,2,1,1,122141.13,-1
658,Germany,Female,55,8,119327.93,1,0,1,119439.66,-1
448,France,Female,36,6,83947.12,2,1,0,81999.53,-1
609,Spain,Male,32,4,99883.16,1,1,1,120594.85,-1
704,France,Male,50,4,165438.26,1,1,0,120770.75,1
698,France,Male,31,1,156111.24,1,0,0,134790.74,-1
759,France,Male,44,2,111095.58,2,1,0,100137.7,-1
677,France,Female,56,0,119963.45,1,0,0,158325.87,1
544,Spain,Male,22,4,0.0,2,1,0,70007.67,-1
567,Spain,Male,35,8,153137.74,1,1,0,88659.07,-1
490,Spain,Male,40,6,156111.08,1,0,0,190889.13,-1
626,France,Male,34,7,113014.7,2,1,1,56646.28,-1
718,Germany,Male,43,5,132615.73,2,1,0,32999.1,-1
616,France,Male,44,5,102016.38,1,0,1,178235.37,1
772,France,Female,35,9,0.0,1,0,1,25448.31,-1
561,France,Male,32,5,0.0,2,1,0,84871.99,-1
814,France,Male,49,8,0.0,2,0,0,157822.54,-1
651,France,Female,56,4,0.0,1,0,0,84383.22,1
538,Germany,Female,42,4,80380.24,1,1,0,119216.46,-1
600,France,Female,26,6,108909.12,1,1,0,82547.01,-1
654,France,Female,35,2,90865.8,1,1,1,86764.46,-1
622,France,Male,40,4,99799.76,2,1,0,197372.13,-1
682,France,Male,28,10,200724.96,1,0,1,82872.64,1
610,Spain,Female,37,10,140363.95,2,1,1,129563.86,-1
795,France,Female,36,1,151844.64,1,1,1,135388.89,-1
557,France,Female,27,2,0.0,2,0,1,4497.55,-1
824,Germany,Male,49,8,133231.48,1,1,1,67885.37,-1
698,France,Male,27,7,0.0,2,1,0,111471.55,-1
630,France,Female,36,8,126598.99,2,1,1,134407.93,-1
609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1
694,France,Male,47,4,0.0,2,1,0,197528.62,-1
681,France,Female,58,8,93173.88,1,1,1,139761.25,-1
721,Spain,Female,32,10,0.0,1,1,0,136119.96,1
563,Germany,Male,44,7,105007.31,2,1,1,197812.16,-1
654,Spain,Female,32,2,0.0,1,1,1,51972.92,1
659,Spain,Male,27,4,0.0,2,1,0,99341.87,-1
674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1
576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1
566,Germany,Male,54,4,118614.6,2,1,1,172601.62,-1
545,Germany,Male,37,9,95829.13,2,0,1,104936.88,-1
798,France,Male,36,1,0.0,2,1,1,159044.1,-1
757,France,Male,38,0,0.0,1,1,0,83263.06,-1
641,France,Male,50,6,153590.73,2,1,1,130910.78,-1
718,France,Male,29,2,0.0,1,1,0,126336.72,-1
699,France,Male,64,9,113109.52,1,1,0,27980.8,1
623,France,Female,35,0,130557.24,1,1,1,47880.71,-1
644,France,Male,40,8,93183.19,1,1,0,73882.49,-1
586,France,Male,58,7,151933.63,1,1,0,162960.05,1
500,Germany,Male,30,2,125495.64,2,1,1,68807.47,-1
583,France,Female,42,7,0.0,2,1,0,144039.05,-1
595,Germany,Female,26,8,118547.72,1,1,1,151192.18,-1
670,Spain,Male,43,1,97792.21,1,0,0,120225.62,-1
610,France,Male,41,6,0.0,3,0,0,56118.81,1
814,Spain,Female,72,2,0.0,2,0,1,130853.03,-1
660,France,Female,40,8,167181.01,1,1,1,185156.94,-1
580,Germany,Male,35,9,121355.19,1,0,1,35671.45,-1
850,France,Female,81,1,0.0,2,1,1,59568.24,-1
676,Spain,Male,35,0,0.0,2,0,0,139911.58,-1
578,France,Male,46,5,113226.47,1,1,0,56770.76,-1
579,France,Female,33,1,118392.75,1,1,1,157564.75,-1
711,Germany,Female,52,8,145262.54,1,0,1,131473.31,-1
692,France,Male,40,6,163505.16,1,0,0,90424.09,-1
760,Spain,Female,33,1,118114.28,2,0,1,156660.21,-1
630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1
808,France,Male,32,1,0.0,2,1,1,46200.71,-1
611,Germany,Female,36,10,103294.56,1,1,0,160548.12,-1
697,France,Female,42,1,0.0,1,1,0,1262.83,1
655,France,Female,38,6,0.0,1,1,1,188639.28,-1
601,Spain,Male,28,6,0.0,2,1,0,14665.28,-1
755,France,Male,42,2,119919.12,1,1,0,156868.21,-1
553,France,Male,37,1,0.0,1,1,0,30461.55,-1
723,France,Male,28,4,0.0,2,1,1,123885.88,-1
507,Spain,Female,34,4,0.0,2,1,1,60688.38,-1
777,France,Male,43,1,0.0,2,1,0,21785.91,-1
566,France,Male,34,3,0.0,1,0,0,188135.69,-1
732,France,Male,26,7,0.0,2,1,0,154364.66,-1
697,France,Female,42,10,0.0,2,1,0,61312.15,-1
555,France,Male,29,4,128744.04,1,1,1,47454.93,-1
584,Germany,Female,62,9,137727.34,2,0,1,121102.9,-1
705,Germany,Female,44,10,106731.58,1,1,0,137419.87,1
688,France,Female,38,7,123544.21,1,1,1,157664.02,-1
626,France,Female,37,2,133968.96,2,1,0,148689.65,-1
636,Spain,Male,76,9,126534.6,1,1,1,39789.62,-1
719,Spain,Female,35,8,0.0,1,1,1,165162.4,-1
706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
731,Spain,Male,41,3,0.0,2,1,0,101371.72,-1
738,Spain,Male,49,3,0.0,3,1,1,65066.48,1
426,France,Male,34,9,0.0,2,1,0,107876.91,-1
622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1
701,Spain,Female,30,2,0.0,2,1,0,115650.63,-1
512,France,Male,51,6,144953.31,1,1,1,165035.17,-1
635,France,Male,41,4,103544.88,2,1,0,193746.55,-1
685,France,Male,33,6,0.0,1,1,0,58458.26,-1
609,France,Male,53,7,0.0,2,0,1,52332.85,-1
598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
708,France,Male,52,10,105355.81,1,1,0,123.07,1
574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
629,France,Male,44,5,0.0,4,0,0,117572.59,1
422,Spain,Female,54,4,0.0,2,1,1,7166.71,-1
656,Spain,Male,28,8,120047.77,1,1,1,137173.39,-1
697,France,Male,32,7,175464.85,3,1,0,116442.42,1
718,France,Male,52,8,79475.3,3,1,1,32421.32,1
586,Germany,Male,37,8,167735.69,2,0,1,104665.79,-1
481,Spain,Female,37,8,0.0,2,1,0,44215.86,-1
749,France,Female,33,1,74385.98,1,1,0,20164.47,-1
561,Germany,Male,49,5,94754.0,1,1,1,26691.31,-1
676,Spain,Male,27,4,0.0,1,0,1,107955.67,-1
615,Germany,Male,43,3,86920.86,1,1,1,150048.37,-1
582,France,Female,39,1,132077.48,2,1,0,192255.15,-1
601,France,Male,40,10,127847.86,1,0,0,173245.68,-1
708,France,Male,34,3,0.0,1,0,1,121457.88,1
708,Germany,Male,42,9,176702.36,2,1,1,104804.74,-1
797,Germany,Female,33,10,83555.58,1,0,0,69767.14,-1
682,France,Male,26,8,0.0,2,1,0,178373.43,-1
694,Spain,Female,39,9,0.0,2,0,0,99924.04,-1
490,France,Female,40,1,0.0,1,1,1,49594.19,1
828,Spain,Male,42,10,0.0,1,1,1,186071.14,-1
594,Spain,Female,38,7,96858.35,1,1,0,77511.45,-1
579,Spain,Male,33,1,0.0,2,1,1,54816.57,-1
723,France,Female,35,0,0.0,2,0,1,61290.99,-1
619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
794,Spain,Female,30,1,154970.54,1,0,1,156768.45,-1
674,Germany,Male,44,3,88902.21,1,1,0,73731.32,-1
418,France,Male,28,7,98738.92,1,1,0,122190.22,-1
502,France,Male,33,8,0.0,2,1,1,123509.01,-1
678,France,Female,50,6,0.0,1,1,0,8199.5,-1
599,Germany,Male,40,10,137456.28,2,1,1,14113.11,-1
736,France,Male,29,4,0.0,2,0,0,51705.01,-1
430,France,Female,60,7,73937.02,1,1,0,161937.62,1
537,France,Female,45,7,158621.04,1,1,0,120892.96,1
683,Spain,Male,30,1,113257.2,1,1,1,65035.02,-1
828,France,Male,31,9,0.0,1,0,1,164257.37,-1
691,France,Female,29,9,116536.43,1,1,0,51987.99,-1
608,Spain,Female,28,4,0.0,2,1,0,10899.63,1
691,France,Female,60,6,101070.69,1,1,0,177355.8,1
718,Spain,Male,39,6,0.0,2,0,1,63889.1,-1
680,Germany,Female,31,3,127331.46,3,1,1,176433.6,-1
838,Spain,Female,41,5,0.0,2,1,0,81313.51,-1
695,Spain,Female,31,5,0.0,2,0,1,13998.88,-1
681,France,Male,46,0,105969.42,1,1,0,5771.56,-1
762,France,Male,36,5,119547.46,1,1,1,42693.65,-1
751,Spain,Male,38,7,0.0,2,0,0,90839.61,-1
678,Spain,Male,28,5,138668.18,1,1,1,54144.01,-1
634,France,Female,37,7,51582.5,2,1,1,184312.88,-1
749,France,Male,37,7,0.0,2,1,0,20306.79,-1
590,Spain,Male,37,6,169902.92,1,1,1,128256.18,-1
610,France,Female,27,4,87262.4,2,1,0,182720.07,-1
502,France,Male,33,7,0.0,2,0,1,4082.52,-1
578,France,Female,40,7,0.0,2,0,0,102233.73,-1
547,France,Female,32,2,0.0,2,1,0,132002.83,-1
579,France,Female,27,9,0.0,2,1,0,126838.7,-1
661,France,Male,39,5,0.0,2,0,0,181461.46,-1
794,France,Male,46,6,0.0,2,1,0,195325.74,-1
719,France,Male,61,5,0.0,2,0,1,29132.43,-1
728,France,Female,69,1,0.0,2,1,1,131804.86,-1
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,-1
822,Germany,Female,46,3,115074.02,2,1,0,26249.86,-1
670,Spain,Female,40,3,0.0,1,1,1,182650.15,-1
850,France,Male,28,8,99986.98,1,1,0,196582.55,-1
723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1
705,Germany,Male,42,8,166685.92,2,1,1,55313.51,-1
677,Spain,Male,40,7,95312.8,1,1,1,62944.75,-1
736,France,Male,43,4,202443.47,1,1,0,72375.03,-1
661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1
501,Germany,Male,38,9,88977.39,2,0,1,133403.07,-1
516,France,Female,29,2,104982.57,1,1,0,157378.5,-1
517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1
766,France,Male,32,6,185714.28,1,1,1,102502.5,-1
520,Germany,Female,23,3,116022.53,2,1,1,37577.66,-1
541,France,Male,46,6,0.0,2,1,1,83456.67,-1
790,Germany,Female,34,2,164011.48,1,1,0,199420.41,-1
797,France,Male,31,9,0.0,2,1,1,24748.89,-1
811,France,Male,40,1,101514.89,1,1,1,121765.0,-1
722,Spain,Female,32,4,0.0,2,1,1,113666.48,-1
675,France,Male,28,9,0.0,1,1,0,134110.93,-1
660,Germany,Male,39,9,134599.33,2,1,0,183095.87,-1
566,Spain,Male,32,10,147511.26,1,1,1,159891.03,-1
768,France,Male,25,0,78396.08,1,1,1,8316.19,-1
610,Spain,Female,31,5,0.0,2,0,0,63736.36,-1
715,France,Female,31,3,110581.29,1,1,1,94715.24,-1
750,Germany,Male,42,8,151836.36,2,1,0,68695.38,-1
431,Germany,Male,45,5,83624.55,2,0,0,36899.62,-1
704,France,Male,24,2,148197.15,2,1,0,182775.08,-1
535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1
614,France,Female,38,4,72594.0,1,1,1,76042.48,-1
748,France,Male,38,4,115221.36,1,0,1,70956.75,-1
492,Germany,Male,51,8,117808.74,2,1,1,67311.12,-1
573,France,Male,40,7,147754.68,1,1,1,110454.46,-1
706,Spain,Female,53,3,0.0,3,0,0,88479.02,1
680,France,Male,31,10,113292.17,1,1,1,122639.73,-1
458,Spain,Male,36,5,0.0,2,1,0,79723.78,-1
612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1
809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1
590,France,Male,39,9,0.0,2,1,1,104730.52,-1
602,France,Male,35,8,0.0,1,1,1,22499.29,-1
540,Spain,Male,37,0,120825.7,1,1,0,28257.89,-1
494,France,Male,25,6,0.0,2,0,1,109988.09,-1
797,France,Male,29,1,0.0,1,0,1,149991.32,-1
526,Germany,Male,61,6,133845.28,2,1,1,45180.8,-1
631,Spain,Male,38,7,0.0,2,1,0,181605.85,-1
576,France,Female,29,5,108541.04,1,1,1,126469.09,-1
405,France,Male,39,10,0.0,1,1,0,160810.85,1
555,France,Male,30,1,0.0,2,0,0,88146.86,-1
750,Spain,Female,37,2,113817.06,1,0,0,88333.74,-1
665,France,Male,28,8,137300.23,1,1,0,90174.83,-1
640,Spain,Male,37,5,158024.38,1,1,0,81298.09,-1
457,France,Female,33,7,127837.54,1,0,1,60013.17,-1
695,France,Male,36,4,161533.0,1,1,0,100940.91,-1
645,France,Male,31,7,161171.7,2,1,0,12599.94,1
647,Spain,Male,32,9,80958.36,1,1,1,128590.73,-1
808,Spain,Male,25,7,0.0,2,0,1,23180.37,-1
641,France,Male,33,2,146193.6,2,1,1,55796.83,1
700,Spain,Male,29,8,0.0,2,0,1,152097.02,-1
660,Germany,Male,26,4,115021.76,1,0,1,162443.05,-1
615,Spain,Male,41,1,126773.43,1,1,1,55551.26,-1
705,Germany,Female,40,3,92889.91,1,1,1,109496.69,-1
718,France,Male,48,9,0.0,2,1,1,72105.63,-1
754,France,Male,61,5,146622.35,1,1,1,41815.22,1
713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1
587,France,Female,46,6,88820.29,1,0,0,70224.34,-1
569,Spain,Male,31,1,115406.97,1,0,0,145528.22,-1
568,France,Female,38,3,132951.92,1,0,1,124486.28,-1
634,Germany,Male,74,5,108891.7,1,1,0,10078.02,-1
770,Germany,Female,46,5,141788.63,2,0,0,164967.21,-1
676,Spain,Female,64,4,116954.32,1,1,1,91149.48,-1
723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1
614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1
601,Spain,Female,41,3,0.0,2,1,0,54342.83,-1
592,France,Male,60,9,0.0,4,1,1,13614.01,1
605,Spain,Female,36,9,0.0,2,0,1,35521.63,-1
752,Spain,Female,31,4,144637.86,2,1,0,40496.72,-1
677,France,Female,29,3,86616.35,1,0,0,91903.9,1
850,France,Male,31,8,0.0,2,1,0,178667.7,-1
608,Germany,Female,48,2,127924.25,2,1,0,32202.61,-1
786,Spain,Female,34,9,0.0,2,1,0,117034.32,-1
777,France,Female,29,9,131240.61,1,1,1,163746.09,1
667,Spain,Male,31,5,0.0,2,1,1,20346.69,-1
848,Spain,Male,35,5,120046.74,2,1,0,84710.65,-1
486,France,Female,39,8,97819.36,1,0,1,120531.31,-1
598,Spain,Female,64,1,62979.93,1,1,1,152273.57,-1
506,France,Female,40,3,0.0,1,1,1,144345.58,-1
612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1
545,France,Male,30,3,0.0,2,1,0,170307.43,-1
793,France,Male,56,8,119496.25,2,1,0,29880.99,-1
682,France,Female,30,9,0.0,2,1,1,195104.91,-1
517,France,Male,62,1,43772.66,3,1,0,187756.24,1
684,France,Male,32,9,100249.41,2,0,1,67599.69,-1
692,Spain,Male,46,2,0.0,2,1,1,105983.09,-1
740,France,Female,60,5,108028.08,2,0,0,25980.42,1
666,Germany,Male,71,1,53013.29,2,1,1,112222.64,-1
693,France,Male,68,2,0.0,2,1,1,59864.96,-1
757,Germany,Male,33,1,122088.67,1,1,0,42581.09,-1
684,Germany,Male,18,9,90544.0,1,0,1,4777.23,-1
691,Spain,Male,35,6,0.0,2,0,1,178038.17,-1
842,France,Male,44,3,141252.18,4,0,1,128521.16,1
482,France,Female,35,5,147813.05,2,0,0,109029.72,-1
735,France,Male,55,6,134140.68,1,1,0,2267.88,-1
681,France,Female,63,7,0.0,2,1,1,55054.48,-1
616,France,Female,31,8,0.0,1,0,1,76456.17,-1
850,France,Female,35,2,128548.49,4,1,0,75478.95,1
635,France,Male,43,10,122198.21,2,0,1,179144.54,-1
638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1
820,Spain,Female,31,2,94222.53,1,1,0,103570.8,-1
694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1
713,France,Male,41,3,0.0,2,1,0,55772.04,-1
543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1
649,France,Female,41,3,130931.83,1,1,1,144808.37,-1
777,France,Female,30,4,137851.31,1,1,0,5008.23,1
561,France,Male,33,6,0.0,2,0,0,173680.39,-1
724,Spain,Male,41,5,0.0,1,0,1,115753.94,-1
665,Spain,Female,51,8,0.0,1,1,1,38928.48,1
441,France,Male,60,1,140614.15,1,0,1,174381.23,-1
579,Spain,Male,22,3,118680.57,1,1,1,49829.8,-1
777,Germany,Male,35,7,122917.69,1,1,1,76169.68,-1
739,France,Female,36,0,0.0,2,0,0,133465.57,-1
660,France,Male,40,5,131754.11,2,1,1,38761.61,-1
554,France,Female,35,8,0.0,2,1,1,176779.46,-1
850,France,Female,24,6,0.0,2,1,1,13159.9,-1
842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1
785,France,Female,38,1,0.0,1,1,0,134964.85,1
550,France,Male,25,0,0.0,2,1,1,184221.11,-1
750,Spain,Female,39,6,0.0,2,0,0,19264.33,-1
490,Spain,Female,38,3,97266.1,1,1,1,92797.23,-1
605,Germany,Male,28,10,113690.83,1,1,0,33114.24,-1
563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1
675,France,Male,34,8,0.0,2,1,1,184842.21,-1
621,Spain,Female,36,7,116338.68,1,1,1,155743.48,-1
850,France,Male,40,6,97339.99,1,0,1,88815.25,-1
711,France,Male,41,3,0.0,2,1,1,193747.57,-1
549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1
764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
627,Germany,Male,30,3,128770.88,2,1,1,40199.01,-1
850,France,Female,34,2,0.0,2,0,0,51919.04,-1
614,Spain,Female,36,1,44054.84,1,1,1,73329.08,-1
685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1
683,Germany,Female,49,7,108797.63,2,0,0,140763.18,-1
643,Spain,Male,35,2,0.0,2,0,0,67979.35,-1
561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
601,Spain,Female,20,9,122446.61,2,1,0,86791.9,-1
766,France,Female,27,7,158786.67,2,0,1,47579.25,-1
699,France,Male,29,3,125689.29,1,1,1,151623.71,-1
850,Germany,Male,29,1,154640.41,1,1,1,164039.51,-1
792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1
636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1
850,Germany,Male,43,5,129305.09,2,0,1,19244.58,-1
628,Spain,Male,40,10,0.0,2,1,0,103832.58,-1
736,France,Female,63,10,0.0,2,0,1,502.7,-1
711,France,Female,21,0,82844.33,2,0,1,1408.68,-1
583,Spain,Female,22,2,0.0,2,0,1,5985.36,-1
757,France,Male,46,0,0.0,2,1,0,37460.05,-1
749,Germany,Female,33,10,76692.22,1,0,1,30396.43,-1
705,France,Male,34,7,117715.84,1,1,0,2498.67,-1
585,France,Male,54,8,87105.32,1,1,1,55346.14,-1
437,France,Female,43,6,0.0,1,1,0,148330.97,1
741,France,Female,64,2,69311.16,1,1,1,59237.72,-1
738,France,Male,26,9,0.0,2,1,1,48644.94,-1
586,Spain,Female,33,10,66948.67,2,1,1,140759.03,-1
627,France,Female,57,9,0.0,2,1,1,107712.42,-1
551,Spain,Male,76,2,128410.71,2,1,1,181718.73,-1
606,Germany,Male,38,3,99897.53,1,0,0,37054.65,-1
674,France,Male,22,3,0.0,1,1,1,173940.59,-1
584,Germany,Female,31,6,152622.34,1,1,0,99298.8,-1
590,France,Male,40,8,0.0,2,1,0,62933.03,-1
585,France,Male,56,4,138227.19,2,1,1,55287.84,-1
508,France,Female,25,2,111395.53,1,0,1,48197.06,-1
458,Germany,Male,44,7,84386.57,1,1,0,178642.73,-1
692,France,Female,36,3,0.0,2,1,1,8282.22,-1
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,-1
518,France,Male,46,3,0.0,2,1,0,76515.79,-1
660,Germany,Male,46,5,109019.65,2,1,1,33680.56,-1
698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1
678,France,Male,54,7,128914.97,1,0,0,191746.23,1
773,Spain,Male,63,9,111179.83,1,1,1,93091.02,-1
619,Germany,Female,52,8,124099.13,1,0,0,23904.52,-1
684,Germany,Male,59,9,122471.09,1,0,1,15807.07,-1
635,France,Male,34,3,134692.4,2,1,1,83773.02,-1
680,France,Female,25,4,123816.5,1,1,1,90162.35,-1
608,Germany,Male,34,3,106288.54,1,1,1,36639.25,-1
603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1
579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
756,Germany,Female,34,2,148200.72,1,0,0,194584.48,-1
611,France,Male,30,2,104145.65,1,0,0,159629.64,-1
532,Germany,Male,24,8,142755.25,1,0,0,34231.48,-1
684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1
647,Germany,Female,33,3,168560.46,2,0,0,90270.16,-1
583,France,Male,38,8,0.0,1,1,0,47848.56,-1
774,Germany,Male,42,2,132193.94,2,1,1,162865.52,-1
677,France,Male,58,9,0.0,1,0,1,168650.4,-1
542,Germany,Male,25,8,139330.1,1,0,0,54372.37,-1
613,Spain,Male,29,0,0.0,2,0,1,133897.32,-1
666,France,Male,40,5,0.0,2,1,0,147878.05,-1
777,France,Female,28,2,134571.5,1,0,1,118313.38,-1
581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1
705,France,Male,32,7,0.0,2,1,0,7921.57,-1
673,France,Female,44,8,133444.97,1,0,1,5708.19,-1
594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1
648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1
605,France,Male,41,10,0.0,2,0,1,97213.09,-1
734,France,Female,40,9,176914.8,1,1,1,12799.23,-1
572,France,Female,36,8,68348.18,2,0,1,50400.32,-1
595,France,Female,33,9,0.0,2,1,1,41447.86,-1
749,France,Male,42,2,56726.83,2,0,1,185543.35,-1
573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1
624,Spain,Male,33,6,66220.17,1,0,1,170819.01,-1
703,France,Male,56,9,0.0,1,0,0,85547.33,1
665,France,Female,41,8,96147.55,1,1,0,137037.97,-1
648,France,Male,42,4,0.0,2,1,0,19283.14,-1
850,Spain,Male,48,2,0.0,1,1,0,169425.3,1
569,Germany,Female,32,8,145330.43,1,1,1,132038.65,-1
566,France,Female,21,3,0.0,2,1,1,3626.47,-1
537,Germany,Female,47,4,124192.28,2,1,1,50881.51,-1
706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1
734,France,Male,43,7,107805.67,1,0,0,182505.68,-1
586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1
612,France,Female,38,1,0.0,2,1,1,9209.21,-1
648,France,Male,34,0,0.0,1,1,1,167931.81,-1
557,France,Female,27,3,87739.08,1,1,1,123096.56,-1
643,Spain,Female,20,0,133313.34,1,1,1,3965.69,-1
433,France,Female,49,10,0.0,1,1,1,87711.61,-1
643,Germany,Male,41,7,154902.66,1,1,1,49667.28,-1
488,France,Female,36,0,0.0,2,1,0,136675.22,-1
758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1
743,Germany,Male,39,3,119695.75,1,0,1,26136.13,-1
730,France,Female,47,7,0.0,1,1,0,33373.26,1
746,Spain,Male,49,7,0.0,2,0,1,10096.25,-1
666,Germany,Female,59,8,152614.51,2,1,1,188782.3,-1
580,Germany,Female,33,7,131647.01,2,0,0,79775.19,-1
850,France,Male,27,6,96654.72,2,0,0,152740.16,-1
563,France,Male,22,3,137583.04,1,0,1,5791.85,-1
766,Germany,Female,28,3,62717.84,2,1,1,13182.43,-1
659,France,Male,32,9,95377.13,1,0,1,187551.24,-1
607,Spain,Male,28,1,135936.1,2,1,1,110560.14,-1
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,-1
746,France,Male,47,8,142382.03,1,1,1,62086.62,-1
588,Spain,Male,33,2,0.0,2,1,1,12483.56,-1
691,Spain,Male,30,9,0.0,2,0,1,10963.04,-1
666,France,Female,38,6,127043.09,1,1,1,8247.0,-1
640,Spain,Female,46,3,0.0,1,1,1,156260.08,-1
611,Germany,Female,29,4,78885.88,2,1,1,26927.69,-1
651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1
529,France,Female,29,8,0.0,2,1,0,19842.11,-1
676,France,Female,36,3,91711.59,1,1,1,95393.43,-1
639,Germany,Female,46,10,110031.09,2,1,1,133995.59,-1
782,France,Male,36,5,81210.72,2,0,1,108003.38,-1
641,Germany,Male,32,5,122947.92,1,1,1,99154.86,-1
697,France,Female,38,1,182065.85,1,1,0,49503.5,-1
623,France,Male,45,0,0.0,1,1,0,196533.72,1
494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1
731,France,Female,38,10,123711.73,2,1,0,171340.68,1
657,France,Male,44,6,76495.04,1,1,0,79071.89,-1
744,France,Female,38,9,0.0,2,0,0,20940.76,-1
774,Spain,Male,46,9,0.0,2,1,1,34774.26,-1
850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1
551,France,Female,45,6,0.0,2,1,1,51143.43,-1
638,France,Male,36,6,188455.19,1,0,0,47031.4,1
792,France,Female,42,0,99045.93,2,1,0,47160.01,-1
666,France,Female,36,8,0.0,1,0,1,158666.99,-1
716,Germany,Female,30,2,205770.78,2,0,0,65464.66,-1
594,France,Female,31,0,79340.95,1,1,0,78255.86,-1
600,Germany,Male,57,9,138456.03,2,1,1,103548.25,-1
565,France,Male,49,7,0.0,2,1,1,89609.26,-1
678,Germany,Male,48,2,101099.9,2,0,1,193476.04,-1
648,Spain,Female,31,5,0.0,2,1,1,5199.02,-1
642,France,Male,40,8,109219.83,1,1,0,52827.51,-1
706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
668,Spain,Male,43,10,113034.31,1,1,1,100423.88,-1
635,Spain,Male,41,1,0.0,2,1,0,175611.5,-1
603,Spain,Male,30,6,129548.5,2,1,1,19282.85,-1
